negozio,data,vendite
SRV,21/08/2025,2053.28
STT,21/08/2025,5866.67
MAR,22/08/2025,2400.82
BHR,22/08/2025,15240
BIR,22/08/2025,4675.83
BMP,22/08/2025,2348
CAP,22/08/2025,4520.49
ECI,22/08/2025,739.67
FLO,22/08/2025,2364.75
GLA,22/08/2025,7322.48
LBM,22/08/2025,2550.84
LRM,22/08/2025,1762.29
MIL,22/08/2025,1303.28
NBS,22/08/2025,3370.85
NYC,22/08/2025,-970
ROM,22/08/2025,1102.45
SER,22/08/2025,2338.84
SRV,22/08/2025,3477.86
STT,22/08/2025,8583.31
MAR,23/08/2025,4921.5
BHR,23/08/2025,1525
BIR,23/08/2025,5196.65
BMP,23/08/2025,1050
CAP,23/08/2025,2725.4
CAS,23/08/2025,1561.98
ECI,23/08/2025,2090.91
FLO,23/08/2025,2204.92
GLA,23/08/2025,1275
LBM,23/08/2025,3558.33
LRM,23/08/2025,1918.03
MIL,23/08/2025,1848.36
NBS,23/08/2025,7541.66
NYC,23/08/2025,9310
ROM,23/08/2025,586.07
SER,23/08/2025,1247.93
SRV,23/08/2025,2536.85
STT,23/08/2025,6187.5
MAR,24/08/2025,4202.47
BHR,24/08/2025,6137.5
BIR,24/08/2025,1387.49
BMP,24/08/2025,10050
CAP,24/08/2025,1450.82
ECI,24/08/2025,1314.05
GLA,24/08/2025,1999.99
LBM,24/08/2025,2083.34
LRM,24/08/2025,217.21
NBS,24/08/2025,4929.16
ROM,24/08/2025,651.64
SRV,24/08/2025,4860.59
STT,24/08/2025,17134.99
BHR,25/08/2025,1150
BIR,25/08/2025,6040.8
BMP,25/08/2025,1750
CAP,25/08/2025,10032.8
ECI,25/08/2025,1033.06
FLO,25/08/2025,2446.72
GLA,25/08/2025,595.83
LBM,25/08/2025,2583.33
LRM,25/08/2025,1688.53
MIL,25/08/2025,3663.93
NBS,25/08/2025,11946.66
NYC,25/08/2025,1311.5
ROM,25/08/2025,1205.33
SER,25/08/2025,2776.85
SRV,25/08/2025,3475.36
STT,25/08/2025,26701.64
MAR,26/08/2025,5698.34
BHR,26/08/2025,4497.5
BIR,26/08/2025,4354.57
BMP,26/08/2025,2820
CAP,26/08/2025,1381.15
CAS,26/08/2025,-619.83
FLO,26/08/2025,1959.02
GLA,26/08/2025,9858.33
LBM,26/08/2025,8412.49
LRM,26/08/2025,1540.98
MIL,26/08/2025,3799.18
NBS,26/08/2025,9758.02
NYC,26/08/2025,8067.5
SER,26/08/2025,4487.6
SRV,26/08/2025,1409.82
STT,26/08/2025,15970.84
MAR,27/08/2025,3752.07
BHR,27/08/2025,2070
BIR,27/08/2025,4446.65
BMP,27/08/2025,3196
CAP,27/08/2025,2606.56
CAS,27/08/2025,516.53
ECI,27/08/2025,3077.7
FLO,27/08/2025,4095.34
GLA,27/08/2025,1987.5
LBM,27/08/2025,562.5
LRM,27/08/2025,1926.23
MIL,27/08/2025,5717.22
NBS,27/08/2025,8033.32
NYC,27/08/2025,12676
ROM,27/08/2025,676.23
SER,27/08/2025,3268.59
SRV,27/08/2025,700.81
STT,27/08/2025,11354.17
BHR,28/08/2025,7742.5
BIR,28/08/2025,1579.99
BMP,28/08/2025,2620
CAP,28/08/2025,9669.68
CAS,28/08/2025,2355.37
ECI,28/08/2025,268.6
FLO,28/08/2025,622.95
GLA,28/08/2025,6912.5
LBM,28/08/2025,1987.5
LRM,28/08/2025,811.47
MIL,28/08/2025,10210.66
NBS,28/08/2025,2637.5
NYC,28/08/2025,940
ROM,28/08/2025,2422.14
SER,28/08/2025,5938
SRV,28/08/2025,4237.69
STT,28/08/2025,6145.83
MAR,29/08/2025,2595.04
BHR,29/08/2025,4237.5
BIR,29/08/2025,5167.05
BMP,29/08/2025,2995
CAP,29/08/2025,4262.3
CAS,29/08/2025,739.67
ECI,29/08/2025,2144.63
FLO,29/08/2025,4821.33
GLA,29/08/2025,12220.85
LBM,29/08/2025,2362.5
LRM,29/08/2025,1540.98
MIL,29/08/2025,5995.89
NBS,29/08/2025,5062.09
NYC,29/08/2025,4053
ROM,29/08/2025,2950.83
SER,29/08/2025,3706.6
SRV,29/08/2025,2836.04
STT,29/08/2025,6397.5
MAR,30/08/2025,1793.39
BHR,30/08/2025,14850
BIR,30/08/2025,6323.29
BMP,30/08/2025,1735
CAP,30/08/2025,5241.4
CAS,30/08/2025,2252.06
ECI,30/08/2025,3392.56
FLO,30/08/2025,1122.95
GLA,30/08/2025,6220.83
LBM,30/08/2025,8362.9
LRM,30/08/2025,2938.52
MIL,30/08/2025,2668.03
NBS,30/08/2025,1666.66
NYC,30/08/2025,4656
ROM,30/08/2025,8258.21
SER,30/08/2025,2735.53
SRV,30/08/2025,1774.57
STT,30/08/2025,9546.26
BHR,31/08/2025,6745
BIR,31/08/2025,800.41
BMP,31/08/2025,1170
CAP,31/08/2025,2124.99
CAS,31/08/2025,1033.89
ECI,31/08/2025,838.84
FLO,31/08/2025,1049.18
GLA,31/08/2025,5279.17
LBM,31/08/2025,4316.67
LRM,31/08/2025,4471.3
MIL,31/08/2025,569.67
NBS,31/08/2025,5669.17
ROM,31/08/2025,3286.88
SER,31/08/2025,5263.63
SRV,31/08/2025,1696.71
STT,31/08/2025,4637.5
BHR,01/09/2025,3575
BIR,01/09/2025,4194.99
BMP,01/09/2025,725
CAP,01/09/2025,1479.51
CAS,01/09/2025,1442.15
ECI,01/09/2025,1524.8
FLO,01/09/2025,4636.54
GLA,01/09/2025,1947.51
LBM,01/09/2025,3216.67
LRM,01/09/2025,426.23
MIL,01/09/2025,3618.85
NBS,01/09/2025,545.83
ROM,01/09/2025,2036.88
SER,01/09/2025,7165.27
SRV,01/09/2025,1377.04
STT,01/09/2025,5561.65
BHR,02/09/2025,8415
BIR,02/09/2025,1245.83
BMP,02/09/2025,3915
CAP,02/09/2025,852.46
CAS,02/09/2025,1074.38
ECI,02/09/2025,3644.63
FLO,02/09/2025,1030.73
GLA,02/09/2025,4509.16
LBM,02/09/2025,2841.67
MIL,02/09/2025,6040.98
NYC,02/09/2025,10383.5
ROM,02/09/2025,2172.13
SER,02/09/2025,5933.87
SRV,02/09/2025,1305.73
STT,02/09/2025,5233.34
MAR,03/09/2025,4570.26
BHR,03/09/2025,7000
BIR,03/09/2025,6032.9
CAP,03/09/2025,696.72
ECI,03/09/2025,3268.6
FLO,03/09/2025,7512.67
GLA,03/09/2025,2579.17
LBM,03/09/2025,2137.5
LRM,03/09/2025,1824.59
MIL,03/09/2025,4614.75
NBS,03/09/2025,11082.91
NYC,03/09/2025,14110
ROM,03/09/2025,3774.58
SER,03/09/2025,3219
SRV,03/09/2025,811.47
STT,03/09/2025,4695.84
MAR,04/09/2025,1665.29
BHR,04/09/2025,15125
BIR,04/09/2025,1392.07
CAP,04/09/2025,2245.89
ECI,04/09/2025,1809.92
FLO,04/09/2025,3021.31
GLA,04/09/2025,2250
LBM,04/09/2025,6429.99
LRM,04/09/2025,1225.41
MIL,04/09/2025,4286.88
NBS,04/09/2025,8074.58
NYC,04/09/2025,6400
ROM,04/09/2025,3816.4
SER,04/09/2025,6103.3
SRV,04/09/2025,2090.16
STT,04/09/2025,4787.91
MAR,05/09/2025,557.85
BHR,05/09/2025,7302.5
BIR,05/09/2025,2992.91
BMP,05/09/2025,600
CAP,05/09/2025,5381.16
CAS,05/09/2025,557.85
ECI,05/09/2025,2810.74
FLO,05/09/2025,2853.28
GLA,05/09/2025,3012.49
LBM,05/09/2025,6512.51
LRM,05/09/2025,733.61
MIL,05/09/2025,10282.78
NBS,05/09/2025,14866.66
NYC,05/09/2025,9615
PAR,05/09/2025,6363.34
ROM,05/09/2025,2581.97
SER,05/09/2025,5838.82
SRV,05/09/2025,2016.38
STT,05/09/2025,11487.49
BHR,06/09/2025,4455
BIR,06/09/2025,1366.25
BMP,06/09/2025,870
CAP,06/09/2025,6049.59
ECI,06/09/2025,3779.33
GLA,06/09/2025,7366.67
LBM,06/09/2025,2775
LRM,06/09/2025,1336.89
MIL,06/09/2025,5459.42
NBS,06/09/2025,13533.33
NYC,06/09/2025,5020
PAR,06/09/2025,17252.51
ROM,06/09/2025,1790.98
SER,06/09/2025,1759.5
SRV,06/09/2025,1081.97
STT,06/09/2025,9349.98
BHR,07/09/2025,2465
BIR,07/09/2025,1293.74
CAP,07/09/2025,1475.41
CAS,07/09/2025,739.67
ECI,07/09/2025,3301.66
FLO,07/09/2025,598.36
GLA,07/09/2025,2129.16
LBM,07/09/2025,8554.15
LRM,07/09/2025,1967.21
MIL,07/09/2025,3942.62
NBS,07/09/2025,5540.01
PAR,07/09/2025,8158.35
ROM,07/09/2025,2495.9
SER,07/09/2025,574.38
SRV,07/09/2025,2532.78
STT,07/09/2025,825
MAR,08/09/2025,1194.21
BHR,08/09/2025,3615
BIR,08/09/2025,2845
CAP,08/09/2025,1676.23
CAS,08/09/2025,1731.4
ECI,08/09/2025,1719.42
FLO,08/09/2025,1959.02
GLA,08/09/2025,3466.67
LBM,08/09/2025,4983.32
LRM,08/09/2025,2495.9
MIL,08/09/2025,5823.77
NBS,08/09/2025,4179.16
NYC,08/09/2025,14779
PAR,08/09/2025,4766.66
ROM,08/09/2025,1024.59
SER,08/09/2025,5504.12
SRV,08/09/2025,1032.78
STT,08/09/2025,5495.83
MAR,09/09/2025,1747.93
BHR,09/09/2025,2845
BIR,09/09/2025,1107.08
BMP,09/09/2025,660
CAP,09/09/2025,4016.39
CAS,09/09/2025,628.1
ECI,09/09/2025,2223.14
FLO,09/09/2025,2428.79
GLA,09/09/2025,-791.67
LBM,09/09/2025,2025.01
LRM,09/09/2025,1151.64
MIL,09/09/2025,6278.7
NBS,09/09/2025,4739.17
NYC,09/09/2025,6855.5
PAR,09/09/2025,3424.99
ROM,09/09/2025,5163.93
SER,09/09/2025,6699.17
SRV,09/09/2025,1688.52
STT,09/09/2025,11086.67
BHR,10/09/2025,3010
BIR,10/09/2025,533.75
BMP,10/09/2025,525
CAP,10/09/2025,1840.17
CAS,10/09/2025,1772.73
ECI,10/09/2025,4289.24
FLO,10/09/2025,2372.95
GLA,10/09/2025,2987.49
LRM,10/09/2025,3368.86
MIL,10/09/2025,10407.47
NBS,10/09/2025,9482.51
NYC,10/09/2025,6048
PAR,10/09/2025,3204.83
ROM,10/09/2025,3516.4
SER,10/09/2025,2595.03
SRV,10/09/2025,1032.79
STT,10/09/2025,3766.66
MAR,11/09/2025,3285.12
BHR,11/09/2025,6355
BIR,11/09/2025,2873.75
BMP,11/09/2025,1320
CAP,11/09/2025,2422.14
ECI,11/09/2025,7847.1
FLO,11/09/2025,3139.35
GLA,11/09/2025,3204.16
LBM,11/09/2025,6687.49
LRM,11/09/2025,3651.64
MIL,11/09/2025,11832.79
NBS,11/09/2025,7483.34
NYC,11/09/2025,10570
PAR,11/09/2025,4121.82
ROM,11/09/2025,3510.25
SER,11/09/2025,5278.92
SRV,11/09/2025,1696.72
STT,11/09/2025,3225
BHR,12/09/2025,1525
BIR,12/09/2025,5197.08
BMP,12/09/2025,555
CAP,12/09/2025,2409.83
CAS,12/09/2025,2640.49
ECI,12/09/2025,4227.27
FLO,12/09/2025,7672.96
GLA,12/09/2025,2433.33
LBM,12/09/2025,662.5
LRM,12/09/2025,942.62
MIL,12/09/2025,4700.81
NBS,12/09/2025,6433.34
NYC,12/09/2025,3455
PAR,12/09/2025,2650
ROM,12/09/2025,3192.62
SER,12/09/2025,12527.67
SRV,12/09/2025,1782.78
STT,12/09/2025,3020.83
BHR,13/09/2025,6030
BIR,13/09/2025,3238.74
BMP,13/09/2025,3739.5
CAP,13/09/2025,3848.38
CAS,13/09/2025,1789.26
ECI,13/09/2025,4867.75
FLO,13/09/2025,1104.1
GLA,13/09/2025,4716.67
LBM,13/09/2025,3812.5
LRM,13/09/2025,4131.14
MIL,13/09/2025,8127.07
NBS,13/09/2025,8428.77
NYC,13/09/2025,12215
PAR,13/09/2025,11675.82
ROM,13/09/2025,3129.11
SER,13/09/2025,7140.47
SRV,13/09/2025,1377.05
STT,13/09/2025,18034.17
BHR,14/09/2025,2675
BIR,14/09/2025,1366.66
BMP,14/09/2025,1500
CAP,14/09/2025,4801.63
ECI,14/09/2025,3074.39
FLO,14/09/2025,1877.87
GLA,14/09/2025,3266.66
LBM,14/09/2025,4308.33
LRM,14/09/2025,1532.79
MIL,14/09/2025,3582.79
NBS,14/09/2025,6262.5
PAR,14/09/2025,4529.16
ROM,14/09/2025,3987.71
SER,14/09/2025,4289.25
SRV,14/09/2025,2441.79
STT,14/09/2025,2616.67
MAR,15/09/2025,8673.53
BHR,15/09/2025,3097.5
BIR,15/09/2025,511.25
BMP,15/09/2025,525
CAP,15/09/2025,815.57
CAS,15/09/2025,2950.41
ECI,15/09/2025,752.07
FLO,15/09/2025,1113.77
GLA,15/09/2025,1604.16
LBM,15/09/2025,995.83
LRM,15/09/2025,1612.71
MIL,15/09/2025,2495.9
NBS,15/09/2025,3283.34
NYC,15/09/2025,7005
PAR,15/09/2025,10358.32
ROM,15/09/2025,696.72
SER,15/09/2025,4389.25
SRV,15/09/2025,2525.41
STT,15/09/2025,5337.51
MAR,16/09/2025,3458.67
BHR,16/09/2025,1015
BIR,16/09/2025,5101.67
BMP,16/09/2025,1605
CAP,16/09/2025,8259.82
FLO,16/09/2025,1594.26
GLA,16/09/2025,2609.16
LBM,16/09/2025,783.33
LRM,16/09/2025,1577.87
MIL,16/09/2025,5681.97
NBS,16/09/2025,5197.5
NYC,16/09/2025,6524
PAR,16/09/2025,3687.49
ROM,16/09/2025,3036.89
SER,16/09/2025,7351.22
SRV,16/09/2025,2225.41
STT,16/09/2025,1458.33
BHR,17/09/2025,5830
BIR,17/09/2025,4599.38
BMP,17/09/2025,2475
CAS,17/09/2025,1512.39
ECI,17/09/2025,5834.72
FLO,17/09/2025,553.28
GLA,17/09/2025,5704.16
LBM,17/09/2025,1437.5
LRM,17/09/2025,1163.94
MIL,17/09/2025,2822.95
NBS,17/09/2025,5491.67
NYC,17/09/2025,10154
PAR,17/09/2025,4274.99
ROM,17/09/2025,2545.09
SER,17/09/2025,4136.35
SRV,17/09/2025,1057.37
STT,17/09/2025,3362.5
MAR,18/09/2025,2743.8
BHR,18/09/2025,2890
BIR,18/09/2025,2440
CAP,18/09/2025,5127.06
CAS,18/09/2025,305.79
ECI,18/09/2025,2524.78
FLO,18/09/2025,2008.2
GLA,18/09/2025,4270.83
LBM,18/09/2025,3108.32
LRM,18/09/2025,4688.54
MIL,18/09/2025,8709.01
NBS,18/09/2025,6912.5
NYC,18/09/2025,12527
PAR,18/09/2025,7598.16
ROM,18/09/2025,2446.72
SER,18/09/2025,7439.67
SRV,18/09/2025,3614.74
STT,18/09/2025,3420.85
BHR,19/09/2025,1535
BIR,19/09/2025,3299.57
BMP,19/09/2025,1440
CAP,19/09/2025,2118.85
CAS,19/09/2025,1128.1
ECI,19/09/2025,2971.07
FLO,19/09/2025,5110.65
GLA,19/09/2025,2283.32
LBM,19/09/2025,2120.83
LRM,19/09/2025,4381.15
MIL,19/09/2025,4000.82
NBS,19/09/2025,4252.51
NYC,19/09/2025,885
PAR,19/09/2025,6429.17
ROM,19/09/2025,1733.61
SER,19/09/2025,5619.83
SRV,19/09/2025,1249.18
STT,19/09/2025,1479.16
MAR,20/09/2025,2793.38
BHR,20/09/2025,9170
BIR,20/09/2025,2889.15
BMP,20/09/2025,1800
CAP,20/09/2025,4077.45
CAS,20/09/2025,739.67
ECI,20/09/2025,6144.61
FLO,20/09/2025,696.72
GLA,20/09/2025,1041.67
LBM,20/09/2025,2929.16
LRM,20/09/2025,2799.18
MIL,20/09/2025,3754.1
NBS,20/09/2025,4508.34
NYC,20/09/2025,9219
PAR,20/09/2025,9166.68
ROM,20/09/2025,3725.42
SER,20/09/2025,7210.72
SRV,20/09/2025,1207.38
STT,20/09/2025,4537.49
MAR,21/09/2025,1545.45
BHR,21/09/2025,12230
BIR,21/09/2025,4109.58
CAP,21/09/2025,11424.19
CAS,21/09/2025,1177.69
ECI,21/09/2025,3049.58
FLO,21/09/2025,1557.38
GLA,21/09/2025,1879.16
LBM,21/09/2025,5129.16
LRM,21/09/2025,2733.6
MIL,21/09/2025,7954.92
NBS,21/09/2025,6286.08
PAR,21/09/2025,3800
ROM,21/09/2025,2509.01
SER,21/09/2025,4508.27
SRV,21/09/2025,1303.27
STT,21/09/2025,1666.67
MAR,22/09/2025,1892.56
BHR,22/09/2025,3780
BIR,22/09/2025,1174.99
BMP,22/09/2025,1440
CAP,22/09/2025,553.28
CAS,22/09/2025,739.67
ECI,22/09/2025,5326.85
FLO,22/09/2025,2242.21
GLA,22/09/2025,2420.83
LBM,22/09/2025,2441.67
MIL,22/09/2025,5934.43
NBS,22/09/2025,5576.67
NYC,22/09/2025,19985
PAR,22/09/2025,12083.33
ROM,22/09/2025,4831.97
SER,22/09/2025,4363.63
SRV,22/09/2025,1450.81
STT,22/09/2025,5487.51
BHR,23/09/2025,-900
BIR,23/09/2025,1635
CAP,23/09/2025,2938.53
ECI,23/09/2025,2942.16
FLO,23/09/2025,5040.67
GLA,23/09/2025,745.83
LBM,23/09/2025,1987.5
LRM,23/09/2025,2524.58
MIL,23/09/2025,6647.54
NBS,23/09/2025,1437.51
NYC,23/09/2025,5861
PAR,23/09/2025,10004.15
ROM,23/09/2025,2881.15
SER,23/09/2025,3876.04
SRV,23/09/2025,1594.67
STT,23/09/2025,1991.66
MAR,24/09/2025,5404.95
BHR,24/09/2025,5245
BIR,24/09/2025,3652.08
BMP,24/09/2025,3110
CAP,24/09/2025,2516.39
ECI,24/09/2025,3938.02
FLO,24/09/2025,3193.04
GLA,24/09/2025,995.83
LBM,24/09/2025,6654.17
LRM,24/09/2025,16172.13
MIL,24/09/2025,11807.38
NBS,24/09/2025,3541.67
NYC,24/09/2025,9560
PAR,24/09/2025,8970.83
ROM,24/09/2025,2698.76
SER,24/09/2025,8644.61
SRV,24/09/2025,630.74
STT,24/09/2025,2441.66
MAR,25/09/2025,-293.39
BHR,25/09/2025,7160
BIR,25/09/2025,2725.41
BMP,25/09/2025,900
CAP,25/09/2025,2094.27
CAS,25/09/2025,1161.16
ECI,25/09/2025,2888.42
GLA,25/09/2025,1604.16
LBM,25/09/2025,2055
LRM,25/09/2025,4073.78
MIL,25/09/2025,4777.05
NBS,25/09/2025,7554.16
NYC,25/09/2025,4397.5
PAR,25/09/2025,6529.18
ROM,25/09/2025,1401.64
SER,25/09/2025,10181.8
SRV,25/09/2025,2865.55
STT,25/09/2025,2366.67
MAR,26/09/2025,2169.42
BHR,26/09/2025,2052.5
BIR,26/09/2025,7799.33
BMP,26/09/2025,3825
CAP,26/09/2025,3106.56
CAS,26/09/2025,2396.69
ECI,26/09/2025,3938.01
FLO,26/09/2025,3514.87
GLA,26/09/2025,3237.5
LBM,26/09/2025,8977.06
LRM,26/09/2025,2897.55
MIL,26/09/2025,4979.5
NBS,26/09/2025,7254.15
NYC,26/09/2025,16275
PAR,26/09/2025,4360.09
ROM,26/09/2025,4483.61
SER,26/09/2025,5842.96
SRV,26/09/2025,4598.3
STT,26/09/2025,3331.67
BHR,27/09/2025,10720.5
BIR,27/09/2025,5287.87
BMP,27/09/2025,3950
CAP,27/09/2025,1000
CAS,27/09/2025,-739.67
ECI,27/09/2025,-293.4
FLO,27/09/2025,3364.75
GLA,27/09/2025,3212.49
LBM,27/09/2025,3213.33
LRM,27/09/2025,4561.48
MIL,27/09/2025,12405.74
NBS,27/09/2025,7804.16
NYC,27/09/2025,7110
PAR,27/09/2025,6737.49
ROM,27/09/2025,5277.88
SER,27/09/2025,3487.6
SRV,27/09/2025,4663.87
STT,27/09/2025,7883.33
BHR,28/09/2025,8840
BIR,28/09/2025,3209.57
BMP,28/09/2025,5640
CAP,28/09/2025,938.53
CAS,28/09/2025,785.12
ECI,28/09/2025,3727.26
FLO,28/09/2025,1611.07
GLA,28/09/2025,1658.33
LBM,28/09/2025,6758.33
LRM,28/09/2025,5561.48
MIL,28/09/2025,11034.83
NBS,28/09/2025,4100
PAR,28/09/2025,4129.15
ROM,28/09/2025,6082.38
SER,28/09/2025,3640.49
SRV,28/09/2025,3094.23
STT,28/09/2025,3466.67
MAR,29/09/2025,1037.19
BHR,29/09/2025,4375
BIR,29/09/2025,3315.41
BMP,29/09/2025,1010
CAP,29/09/2025,487.7
CAS,29/09/2025,590.91
ECI,29/09/2025,2516.53
FLO,29/09/2025,1795.09
GLA,29/09/2025,783.33
LBM,29/09/2025,6062.49
LRM,29/09/2025,2528.69
MIL,29/09/2025,10327.88
NBS,29/09/2025,5414.17
NYC,29/09/2025,4650
PAR,29/09/2025,5570.82
ROM,29/09/2025,2468.04
SER,29/09/2025,2962.8
SRV,29/09/2025,4077.02
STT,29/09/2025,608.33
BHR,30/09/2025,5298.5
BIR,30/09/2025,2929.14
BMP,30/09/2025,700
CAP,30/09/2025,815.57
CAS,30/09/2025,1152.89
ECI,30/09/2025,2202.48
FLO,30/09/2025,8049.17
GLA,30/09/2025,-250
LBM,30/09/2025,5533.32
LRM,30/09/2025,3118.85
MIL,30/09/2025,3081.97
NBS,30/09/2025,6503.99
NYC,30/09/2025,4904.5
PAR,30/09/2025,9610.83
ROM,30/09/2025,1631.15
SER,30/09/2025,5074.37
SRV,30/09/2025,1704.88
STT,30/09/2025,979.17
MAR,01/10/2025,2165.29
BHR,01/10/2025,1910
BIR,01/10/2025,6465.34
BMP,01/10/2025,1400
CAP,01/10/2025,3467.21
CAS,01/10/2025,2512.39
ECI,01/10/2025,7637.16
FLO,01/10/2025,2081.97
GLA,01/10/2025,662.5
LBM,01/10/2025,1771.67
LRM,01/10/2025,4118.85
MIL,01/10/2025,11202.45
NBS,01/10/2025,5308.35
NYC,01/10/2025,15601
PAR,01/10/2025,9455
ROM,01/10/2025,5240.99
SER,01/10/2025,5165.28
SRV,01/10/2025,4110.62
STT,01/10/2025,6175.01
MAR,02/10/2025,247.93
BHR,02/10/2025,5845
BIR,02/10/2025,5444.14
BMP,02/10/2025,1230
CAS,02/10/2025,1834.71
ECI,02/10/2025,657.02
FLO,02/10/2025,3127.05
GLA,02/10/2025,1637.5
LBM,02/10/2025,8841.67
LRM,02/10/2025,-1635.25
MIL,02/10/2025,9695.08
NBS,02/10/2025,4616.67
NYC,02/10/2025,5356
PAR,02/10/2025,10995
ROM,02/10/2025,4613.93
SER,02/10/2025,3178.52
SRV,02/10/2025,4706.52
STT,02/10/2025,5976.67
MAR,03/10/2025,1528.93
BHR,03/10/2025,4715
BIR,03/10/2025,2333.73
BMP,03/10/2025,1620
CAP,03/10/2025,5163.93
CAS,03/10/2025,586.77
ECI,03/10/2025,2561.97
FLO,03/10/2025,3009.94
GLA,03/10/2025,3295.84
LBM,03/10/2025,1150
LRM,03/10/2025,2049.18
MIL,03/10/2025,4987.7
NBS,03/10/2025,6016.67
NYC,03/10/2025,8835
PAR,03/10/2025,6329.5
ROM,03/10/2025,3527.05
SER,03/10/2025,4114.05
SRV,03/10/2025,4995.87
STT,03/10/2025,5854.16
MAR,04/10/2025,2942.14
BHR,04/10/2025,9149
BIR,04/10/2025,10414.88
BMP,04/10/2025,555
CAP,04/10/2025,2922.13
CAS,04/10/2025,3429.74
ECI,04/10/2025,5799.59
FLO,04/10/2025,5603.27
GLA,04/10/2025,4016.66
LBM,04/10/2025,2523.33
LRM,04/10/2025,4356.56
MIL,04/10/2025,5737.7
NBS,04/10/2025,4470.83
NYC,04/10/2025,3390
PAR,04/10/2025,14100.39
ROM,04/10/2025,11184.43
SER,04/10/2025,4958.67
SRV,04/10/2025,1721.31
STT,04/10/2025,4774.99
BHR,05/10/2025,3990
BIR,05/10/2025,2294.17
BMP,05/10/2025,4140
CAP,05/10/2025,1672.12
CAS,05/10/2025,785.12
ECI,05/10/2025,2070.25
FLO,05/10/2025,2676.23
GLA,05/10/2025,3416.66
LBM,05/10/2025,4983.33
LRM,05/10/2025,3114.76
MIL,05/10/2025,2852.46
NBS,05/10/2025,6120
PAR,05/10/2025,7079.16
ROM,05/10/2025,2770.48
SER,05/10/2025,2161.15
SRV,05/10/2025,1819.66
STT,05/10/2025,2320.83
MAR,06/10/2025,-1235.53
BHR,06/10/2025,-910
BIR,06/10/2025,5184.96
BMP,06/10/2025,1665
CAP,06/10/2025,2721.32
CAS,06/10/2025,2334.7
ECI,06/10/2025,2057.86
FLO,06/10/2025,2490.28
GLA,06/10/2025,3816.66
LBM,06/10/2025,5184.16
LRM,06/10/2025,1356.56
MIL,06/10/2025,6217.21
NBS,06/10/2025,8620.84
NYC,06/10/2025,7705
PAR,06/10/2025,14912.48
ROM,06/10/2025,1790.99
SER,06/10/2025,4235.53
SRV,06/10/2025,1490.16
STT,06/10/2025,595.83
MAR,07/10/2025,657.02
BHR,07/10/2025,3044
BIR,07/10/2025,3116.65
CAP,07/10/2025,598.36
CAS,07/10/2025,2780.99
ECI,07/10/2025,1975.2
FLO,07/10/2025,2229.51
GLA,07/10/2025,6941.65
LBM,07/10/2025,7208.32
LRM,07/10/2025,2401.65
MIL,07/10/2025,5004.1
NBS,07/10/2025,4479.18
NYC,07/10/2025,5405
PAR,07/10/2025,8854.56
SER,07/10/2025,9338.82
STT,07/10/2025,166.67
BHR,08/10/2025,4670
BIR,08/10/2025,5093.74
BMP,08/10/2025,720
CAS,08/10/2025,776.86
ECI,08/10/2025,3286.79
FLO,08/10/2025,1672.13
GLA,08/10/2025,2949.99
LBM,08/10/2025,7143.74
LRM,08/10/2025,1959.02
MIL,08/10/2025,1467.21
NBS,08/10/2025,5370.01
NYC,08/10/2025,4860
PAR,08/10/2025,2154.17
ROM,08/10/2025,1942.62
SER,08/10/2025,3950.41
SRV,08/10/2025,344.26
STT,08/10/2025,64.58
BHR,09/10/2025,2300
BIR,09/10/2025,1985
BMP,09/10/2025,1725
CAS,09/10/2025,2847.11
ECI,09/10/2025,1962.81
FLO,09/10/2025,3947.55
GLA,09/10/2025,995.83
LBM,09/10/2025,6387.49
LRM,09/10/2025,6758.2
MIL,09/10/2025,4954.91
NBS,09/10/2025,4200
NYC,09/10/2025,8560.5
PAR,09/10/2025,5241.66
ROM,09/10/2025,2282.79
SER,09/10/2025,4950.4
SRV,09/10/2025,614.75
STT,09/10/2025,829.17
MAR,10/10/2025,1260.33
BHR,10/10/2025,7005
BIR,10/10/2025,1274.58
BMP,10/10/2025,495
CAP,10/10/2025,1956.98
CAS,10/10/2025,561.98
ECI,10/10/2025,3731.41
FLO,10/10/2025,9513.93
GLA,10/10/2025,3579.16
LBM,10/10/2025,4537.49
LRM,10/10/2025,2684.43
MIL,10/10/2025,4004.09
NBS,10/10/2025,8908.32
NYC,10/10/2025,12085
PAR,10/10/2025,9216.64
ROM,10/10/2025,2635.24
SER,10/10/2025,603.31
SRV,10/10/2025,1672.13
STT,10/10/2025,2535
BHR,11/10/2025,10170
BIR,11/10/2025,2877.49
BMP,11/10/2025,2880
CAP,11/10/2025,1184.43
CAS,11/10/2025,1805.78
ECI,11/10/2025,-157.03
FLO,11/10/2025,1156.15
GLA,11/10/2025,5354.16
LBM,11/10/2025,7066.65
LRM,11/10/2025,4065.58
MIL,11/10/2025,5967.22
NBS,11/10/2025,12866.66
NYC,11/10/2025,10388
PAR,11/10/2025,6412.5
ROM,11/10/2025,6401.65
SER,11/10/2025,4962.8
SRV,11/10/2025,1180.32
STT,11/10/2025,1112.5
BHR,12/10/2025,4615
BIR,12/10/2025,2370
BMP,12/10/2025,1050
CAS,12/10/2025,1132.23
ECI,12/10/2025,4797.52
FLO,12/10/2025,569.67
GLA,12/10/2025,5079.16
LBM,12/10/2025,5950.83
LRM,12/10/2025,1922.13
MIL,12/10/2025,7141.4
NBS,12/10/2025,2583.33
PAR,12/10/2025,2687.49
ROM,12/10/2025,4225.41
